Date,Dealer Code,Daily Sales ($),Prior MTD ($),Current MTD ($),YoY MTD ($),YoY MTD (%)
2024-02-10,D025,3907,65324,69231,65615,5.51
2024-02-22,D025,3148,91462,94610,96741,-2.2
2024-02-27,D025,4515,66958,71473,70031,2.06
2024-03-01,D025,6854,57773,64627,63737,1.4
2024-03-01,D025,3938,68023,71961,68776,4.63
2024-03-06,D025,3669,70354,74023,69478,6.54
2024-03-08,D025,6465,58258,64723,67491,-4.1
2024-03-09,D025,5885,92756,98641,96919,1.78
2024-03-13,D025,3253,78610,81863,78833,3.84
2024-03-20,D025,4849,52642,57491,58891,-2.38
2024-04-02,D025,3326,70208,73534,72628,1.25
2024-04-03,D025,4736,62820,67556,63434,6.5
2024-04-05,D025,5988,78835,84823,83580,1.49
2024-04-06,D025,3528,71164,74692,73647,1.42
2024-04-11,D025,4579,81758,86337,86542,-0.24
2024-04-12,D025,3701,53307,57008,54479,4.64
2024-04-21,D025,4434,66589,71023,66671,6.53
2024-04-28,D025,3484,60267,63751,66038,-3.46
2024-04-29,D025,5998,56318,62316,61198,1.83
2024-05-02,D025,5964,61108,67072,62803,6.8
2024-05-04,D025,5160,96036,101196,96892,4.44
2024-05-06,D025,4960,76910,81870,80009,2.33
2024-05-10,D025,5407,89451,94858,97048,-2.26
2024-05-21,D025,4226,79492,83718,84956,-1.46
2024-05-23,D025,3110,71493,74603,73276,1.81
2024-05-27,D025,4141,75425,79566,82200,-3.2
2024-05-31,D025,5142,58102,63244,60567,4.42
2024-06-02,D025,6453,73172,79625,82399,-3.37
2024-06-29,D025,4193,70670,74863,74125,1
2024-06-30,D025,4148,50066,54214,51065,6.17
2024-07-05,D025,5335,91297,96632,95683,0.99
2024-07-07,D025,3256,99601,102857,104964,-2.01
2024-07-07,D025,4666,61258,65924,61545,7.12
2024-07-11,D025,5996,74557,80553,77459,3.99
2024-07-13,D025,4887,86034,90921,93255,-2.5
2024-07-16,D025,3793,75287,79080,74814,5.7
2024-07-20,D025,6042,71494,77536,77842,-0.39
2024-07-20,D025,4808,89971,94779,94234,0.58
2024-07-22,D025,3242,89278,92520,90489,2.24
2024-07-23,D025,3581,91800,95381,92449,3.17
2024-07-26,D025,3132,55315,58447,56066,4.25
2024-08-07,D025,4977,80496,85473,84034,1.71
2024-08-26,D025,6261,67046,73307,71102,3.1
2024-09-04,D025,4858,63788,68646,69165,-0.75
2024-09-04,D025,4277,70354,74631,75640,-1.33
2024-09-05,D025,5951,89492,95443,97390,-2
2024-09-05,D025,4727,96103,100830,98238,2.64
2024-09-09,D025,3018,52759,55777,50878,9.63
2024-09-12,D025,6039,98893,104932,107205,-2.12
2024-09-14,D025,3274,68157,71431,67244,6.23
2024-09-21,D025,3981,57382,61363,60832,0.87
2024-09-27,D025,4957,73958,78915,74056,6.56
2024-09-28,D025,4528,83706,88234,90473,-2.47
2024-10-03,D025,6068,77384,83452,85777,-2.71
2024-10-07,D025,5300,79984,85284,84025,1.5
2024-10-13,D025,6505,75363,81868,82073,-0.25
2024-10-17,D025,5722,64101,69823,67795,2.99
2024-10-18,D025,5374,96025,101399,98070,3.39
2024-10-20,D025,6045,80129,86174,89137,-3.32
2024-10-20,D025,6924,88551,95475,96916,-1.49
2024-10-29,D025,4829,97246,102075,97717,4.46
2024-10-30,D025,4958,62846,67804,66487,1.98
2024-11-06,D025,6720,71264,77984,77764,0.28
2024-11-11,D025,3974,79790,83764,82527,1.5
2024-11-11,D025,3570,54820,58390,53555,9.03
2024-11-15,D025,6989,95454,102443,103529,-1.05
2024-11-17,D025,4729,84959,89688,84936,5.59
2024-11-18,D025,6182,61009,67191,64055,4.9
2024-11-21,D025,3830,75763,79593,78624,1.23
2024-11-23,D025,5884,89958,95842,95015,0.87
2024-11-26,D025,6538,58027,64565,61805,4.47
2024-12-03,D025,6773,63495,70268,67058,4.79
2024-12-07,D025,5874,56938,62812,61028,2.92
2024-12-12,D025,6815,74187,81002,79628,1.73
2024-12-20,D025,5675,63663,69338,67554,2.64
2024-12-24,D025,3339,62676,66015,66391,-0.57
2024-12-24,D025,6272,67685,73957,69555,6.33
2024-01-13,D026,5231,60350,65581,62535,4.87
2024-01-15,D026,4837,90376,95213,94492,0.76
2024-01-15,D026,3272,87649,90921,89967,1.06
2024-01-16,D026,5658,78179,83837,85256,-1.66
2024-01-17,D026,3727,51115,54842,53264,2.96
2024-01-21,D026,6299,53201,59500,54646,8.88
2024-01-24,D026,6849,71260,78109,77401,0.91
2024-01-27,D026,4112,57048,61160,57976,5.49
2024-01-28,D026,5855,88533,94388,97362,-3.05
2024-01-29,D026,6734,97860,104594,100669,3.9
2024-02-05,D026,6631,57764,64395,62248,3.45
2024-02-11,D026,5939,98702,104641,106778,-2
2024-02-12,D026,5994,87997,93991,94981,-1.04
2024-02-13,D026,4952,65116,70068,69407,0.95
2024-02-19,D026,4281,60679,64960,61547,5.55
2024-02-24,D026,5614,57296,62910,60911,3.28
2024-02-25,D026,4813,62818,67631,64329,5.13
2024-02-25,D026,6432,62215,68647,63681,7.8
2024-02-29,D026,6382,75103,81485,81187,0.37
2024-03-01,D026,4635,96433,101068,103676,-2.52
2024-03-02,D026,4692,82969,87661,84501,3.74
2024-03-05,D026,4911,54611,59522,61342,-2.97
2024-03-06,D026,4660,54414,59074,60964,-3.1
2024-03-07,D026,5502,86587,92089,88234,4.37
2024-03-11,D026,6059,74070,80129,75250,6.48
2024-03-11,D026,3614,54050,57664,60339,-4.43
2024-03-12,D026,6037,62417,68454,64730,5.75
2024-03-13,D026,4138,70530,74668,72180,3.45
2024-03-27,D026,4113,56533,60646,58969,2.84
2024-03-27,D026,6153,69517,75670,77872,-2.83
2024-03-28,D026,4227,56159,60386,56068,7.7
2024-03-28,D026,3791,56895,60686,60283,0.67
2024-04-03,D026,3012,69404,72416,73559,-1.55
2024-04-10,D026,5472,60826,66298,64397,2.95
2024-04-11,D026,4750,68351,73101,72013,1.51
2024-04-12,D026,6703,63494,70197,66631,5.35
2024-04-19,D026,5467,69256,74723,74651,0.1
2024-04-23,D026,6216,74089,80305,79586,0.9
2024-04-25,D026,6376,69968,76344,72699,5.01
2024-04-29,D026,4266,52945,57211,59051,-3.12
2024-05-09,D026,3570,57903,61473,62689,-1.94
2024-05-13,D026,4642,86656,91298,93458,-2.31
2024-05-15,D026,4953,94858,99811,98698,1.13
2024-05-21,D026,4336,70644,74980,75619,-0.85
2024-05-21,D026,6322,56437,62759,65150,-3.67
2024-05-23,D026,6506,63284,69790,65537,6.49
2024-05-29,D026,5422,80782,86204,84605,1.89
2024-06-02,D026,6757,62379,69136,64536,7.13
2024-06-09,D026,3288,72727,76015,77204,-1.54
2024-06-15,D026,5515,76784,82299,78886,4.33
2024-06-17,D026,5070,63358,68428,64760,5.66
2024-06-24,D026,5218,63786,69004,67297,2.54
2024-06-25,D026,6370,61939,68309,69204,-1.29
2024-06-30,D026,6084,75938,82022,83202,-1.42
2024-07-04,D026,4310,59819,64129,59856,7.14
2024-07-09,D026,3460,74355,77815,74008,5.14
2024-07-12,D026,4359,99573,103932,105159,-1.17
2024-07-14,D026,3545,87487,91032,90197,0.93
2024-07-24,D026,6897,60728,67625,63077,7.21
2024-07-26,D026,5851,52843,58694,56969,3.03
2024-08-07,D026,4675,60707,65382,62190,5.13
2024-08-11,D026,3973,70654,74627,73657,1.32
2024-08-17,D026,6904,70307,77211,75997,1.6
2024-08-17,D026,5302,52283,57585,53392,7.85
2024-08-18,D026,3967,64610,68577,71332,-3.86
2024-08-19,D026,3834,54353,58187,53355,9.06
2024-08-22,D026,5709,66788,72497,70121,3.39
2024-08-25,D026,4187,70932,75119,73927,1.61
2024-08-25,D026,5022,81253,86275,81429,5.95
2024-08-25,D026,4037,95429,99466,95766,3.86
2024-08-28,D026,5553,64199,69752,68907,1.23
2024-08-28,D026,4805,88897,93702,94948,-1.31
2024-09-01,D026,3651,59286,62937,65892,-4.48
2024-09-16,D026,6584,60310,66894,63273,5.72
2024-09-29,D026,5415,99402,104817,100815,3.97
2024-09-30,D026,6369,72578,78947,77352,2.06
2024-10-05,D026,4482,56729,61211,57250,6.92
2024-10-10,D026,6935,55313,62248,59842,4.02
2024-10-18,D026,3489,94516,98005,95129,3.02
2024-10-20,D026,4269,57868,62137,59462,4.5
2024-10-26,D026,6370,51908,58278,57758,0.9
2024-11-03,D026,5046,65611,70657,66482,6.28
2024-11-08,D026,5173,67194,72367,73132,-1.05
2024-11-15,D026,3711,83971,87682,83682,4.78
2024-11-17,D026,6467,82021,88488,90960,-2.72
2024-11-19,D026,6301,86375,92676,93551,-0.94
2024-11-20,D026,4528,80268,84796,87659,-3.27
2024-11-29,D026,5984,52936,58920,58058,1.48
2024-11-30,D026,6929,99311,106240,101997,4.16
2024-11-30,D026,4067,99178,103245,99308,3.96
2024-12-08,D026,6845,57222,64067,59134,8.34
2024-12-10,D026,5057,52311,57368,52933,8.38
2024-12-11,D026,4401,89433,93834,94770,-0.99
2024-12-13,D026,4612,53275,57887,60332,-4.05
2024-12-15,D026,3475,51049,54524,53395,2.11
2024-12-20,D026,6783,71811,78594,74583,5.38
2024-12-21,D026,3679,90128,93807,93037,0.83
2024-12-24,D026,6346,55171,61517,63120,-2.54
2024-12-30,D026,4561,77935,82496,80623,2.32
2024-12-30,D026,3861,58149,62010,58531,5.94
2024-01-01,D027,4754,50463,55217,50820,8.65
2024-01-07,D027,6141,81358,87499,89077,-1.77
2024-01-08,D027,6336,67166,73502,74995,-1.99
2024-01-13,D027,6368,67279,73647,72742,1.24
2024-01-25,D027,3975,61683,65658,65233,0.65
2024-01-27,D027,3072,67504,70576,68808,2.57
2024-01-30,D027,4748,77685,82433,83557,-1.35
2024-02-03,D027,4522,52176,56698,55955,1.33
2024-02-06,D027,5861,92608,98469,93755,5.03
2024-02-09,D027,5391,74852,80243,77135,4.03
2024-02-10,D027,3949,79267,83216,82662,0.67
2024-02-12,D027,4154,90151,94305,95676,-1.43
2024-02-26,D027,5785,52243,58028,55149,5.22
2024-02-27,D027,6885,60776,67661,63421,6.69
2024-02-29,D027,6038,70114,76152,76486,-0.44
2024-02-29,D027,5165,50422,55587,51888,7.13
2024-02-29,D027,3544,80132,83676,82454,1.48
2024-03-12,D027,4083,89341,93424,95440,-2.11
2024-03-13,D027,5841,60488,66329,63139,5.05
2024-03-14,D027,5402,99648,105050,104651,0.38
2024-03-21,D027,4639,65169,69808,71416,-2.25
2024-03-22,D027,5371,65417,70788,73635,-3.87
2024-03-25,D027,4899,90950,95849,93347,2.68
2024-03-29,D027,6217,68101,74318,72966,1.85
2024-03-31,D027,4377,65223,69600,65899,5.62
2024-04-09,D027,6244,77703,83947,84674,-0.86
2024-04-11,D027,4140,50615,54755,53103,3.11
2024-04-11,D027,3290,52251,55541,53220,4.36
2024-04-26,D027,4889,74842,79731,80886,-1.43
2024-04-29,D027,5477,85790,91267,91683,-0.45
2024-04-30,D027,5675,59474,65149,60623,7.47
2024-05-01,D027,6282,96359,102641,98960,3.72
2024-05-04,D027,3500,76675,80175,83073,-3.49
2024-05-07,D027,5153,62502,67655,65465,3.35
2024-05-08,D027,6670,73369,80039,79542,0.62
2024-05-13,D027,4865,77713,82578,84787,-2.61
2024-05-16,D027,5550,66038,71588,66710,7.31
2024-05-21,D027,6157,63775,69932,72887,-4.05
2024-05-22,D027,3222,67127,70349,72887,-3.48
2024-05-22,D027,5442,99262,104704,107615,-2.71
2024-05-25,D027,5993,57965,63958,65553,-2.43
2024-06-01,D027,4356,83782,88138,89006,-0.98
2024-06-05,D027,4518,80949,85467,82304,3.84
2024-06-05,D027,5597,82184,87781,89661,-2.1
2024-06-13,D027,6009,59454,65463,61671,6.15
2024-06-14,D027,5365,82017,87382,82832,5.49
2024-06-16,D027,3609,80987,84596,81728,3.51
2024-06-18,D027,5337,53239,58576,58161,0.71
2024-06-20,D027,4892,77974,82866,83107,-0.29
2024-06-20,D027,3869,71550,75419,78326,-3.71
2024-06-22,D027,6633,80707,87340,83998,3.98
2024-06-27,D027,4532,55691,60223,57082,5.5
2024-07-03,D027,6140,90764,96904,92607,4.64
2024-07-08,D027,6154,92879,99033,95208,4.02
2024-07-10,D027,5382,56229,61611,57734,6.72
2024-07-14,D027,4097,65584,69681,71023,-1.89
2024-07-29,D027,4388,86160,90548,90776,-0.25
2024-08-01,D027,5121,52108,57229,55436,3.23
2024-08-02,D027,3078,76074,79152,81226,-2.55
2024-08-05,D027,3444,92748,96192,94875,1.39
2024-08-13,D027,6348,82352,88700,85273,4.02
2024-08-14,D027,5575,98795,104370,104969,-0.57
2024-08-20,D027,5958,67211,73169,69790,4.84
2024-08-24,D027,4312,70695,75007,70693,6.1
2024-08-25,D027,4799,83458,88257,90764,-2.76
2024-09-03,D027,3729,89284,93013,95597,-2.7
2024-09-14,D027,5421,83548,88969,90253,-1.42
2024-09-18,D027,4808,63731,68539,69772,-1.77
2024-09-19,D027,5376,66746,72122,71184,1.32
2024-09-22,D027,4676,62523,67199,63158,6.4
2024-09-25,D027,5531,73194,78725,78581,0.18
2024-09-25,D027,4776,52462,57238,58970,-2.94
2024-09-27,D027,6035,67380,73415,74121,-0.95
2024-09-29,D027,6175,90864,97039,92479,4.93
2024-09-30,D027,3844,74533,78377,77396,1.27
2024-10-01,D027,6737,59780,66517,63195,5.26
2024-10-04,D027,6556,50594,57150,55120,3.68
2024-10-09,D027,3590,82766,86356,83141,3.87
2024-10-13,D027,3474,99769,103243,101507,1.71
2024-10-15,D027,5029,68768,73797,75988,-2.88
2024-10-15,D027,3723,77516,81239,77824,4.39
2024-10-23,D027,3408,72889,76297,71871,6.16
2024-10-30,D027,3413,67934,71347,69821,2.19
2024-11-03,D027,3248,81703,84951,86593,-1.9
2024-11-03,D027,6830,57838,64668,59786,8.17
2024-11-19,D027,4913,66654,71567,70501,1.51
2024-11-20,D027,4560,93360,97920,98677,-0.77
2024-11-20,D027,4284,85800,90084,88579,1.7
2024-11-29,D027,6223,74386,80609,78763,2.34
2024-11-30,D027,4529,68687,73216,72535,0.94
2024-12-08,D027,3615,72394,76009,76756,-0.97
2024-12-12,D027,6600,56783,63383,61349,3.32
2024-12-13,D027,5684,77050,82734,82604,0.16
2024-12-15,D027,6385,83690,90075,90900,-0.91
2024-12-15,D027,4876,60027,64903,62109,4.5
2024-12-17,D027,6641,74240,80881,82058,-1.43
2024-12-21,D027,4483,74054,78537,79463,-1.17
2024-12-28,D027,5495,99114,104609,106352,-1.64
2024-01-01,D028,3062,51783,54845,54031,1.51
2024-01-02,D028,6966,67424,74390,77076,-3.48
2024-01-02,D028,4380,50824,55204,52516,5.12
2024-01-04,D028,5697,65026,70723,73487,-3.76
2024-01-08,D028,4367,81106,85473,84929,0.64
2024-01-09,D028,4650,81385,86035,87882,-2.1
2024-01-18,D028,4848,79605,84453,83070,1.66
2024-01-23,D028,5627,50909,56536,51922,8.89
2024-01-25,D028,3057,92481,95538,98242,-2.75
2024-01-26,D028,3880,79118,82998,83885,-1.06
2024-01-26,D028,6337,66558,72895,70260,3.75
2024-01-29,D028,6720,67602,74322,72306,2.79
2024-01-30,D028,4113,82646,86759,87033,-0.31
2024-02-07,D028,5701,51933,57634,59888,-3.76
2024-02-09,D028,3192,88526,91718,90334,1.53
2024-02-12,D028,4704,94629,99333,98061,1.3
2024-02-15,D028,4259,79743,84002,80661,4.14
2024-02-16,D028,4958,60693,65651,62307,5.37
2024-02-17,D028,5655,53236,58891,57338,2.71
2024-02-18,D028,6491,67420,73911,72780,1.55
2024-02-21,D028,6876,87383,94259,92352,2.06
2024-02-29,D028,5382,75821,81203,82119,-1.12
2024-03-01,D028,6945,57597,64542,61798,4.44
2024-03-02,D028,5538,68660,74198,72059,2.97
2024-03-05,D028,6683,99737,106420,103597,2.72
2024-03-08,D028,3813,71473,75286,76255,-1.27
2024-03-10,D028,5042,92899,97941,100809,-2.84
2024-03-17,D028,6490,58872,65362,67390,-3.01
2024-04-03,D028,5504,91574,97078,96272,0.84
2024-04-09,D028,4317,61663,65980,63225,4.36
2024-04-16,D028,6098,79888,85986,84042,2.31
2024-04-16,D028,3463,82530,85993,83025,3.57
2024-04-24,D028,3312,55113,58425,61198,-4.53
2024-05-26,D028,4508,93027,97535,93099,4.76
2024-06-07,D028,3837,75613,79450,75673,4.99
2024-06-07,D028,6195,67889,74084,70624,4.9
2024-06-14,D028,3158,80733,83891,82423,1.78
2024-06-27,D028,4079,79850,83929,81138,3.44
2024-06-29,D028,5790,69091,74881,69922,7.09
2024-07-04,D028,4995,53866,58861,54192,8.62
2024-07-06,D028,5044,99570,104614,105865,-1.18
2024-07-08,D028,5681,86397,92078,89383,3.02
2024-07-15,D028,6262,54996,61258,60624,1.05
2024-07-20,D028,5515,90856,96371,94423,2.06
2024-07-27,D028,6903,53565,60468,61234,-1.25
2024-08-02,D028,3990,61138,65128,66316,-1.79
2024-08-09,D028,4809,93967,98776,98551,0.23
2024-08-10,D028,6028,82885,88913,91432,-2.76
2024-08-11,D028,3152,63523,66675,69584,-4.18
2024-08-17,D028,5671,93739,99410,95632,3.95
2024-08-17,D028,3763,66632,70395,70827,-0.61
2024-08-18,D028,5237,73776,79013,76509,3.27
2024-08-27,D028,4017,74398,78415,78673,-0.33
2024-09-01,D028,5625,86617,92242,93837,-1.7
2024-09-02,D028,5826,75226,81052,82176,-1.37
2024-09-04,D028,4241,74765,79006,76470,3.32
2024-09-07,D028,4326,96026,100352,95360,5.23
2024-09-09,D028,4910,78743,83653,82335,1.6
2024-09-09,D028,4419,60528,64947,66712,-2.65
2024-09-11,D028,5218,74532,79750,76903,3.7
2024-09-15,D028,6016,60246,66262,64979,1.97
2024-09-21,D028,4395,94517,98912,96359,2.65
2024-09-22,D028,3328,76415,79743,81557,-2.22
2024-09-23,D028,3610,54302,57912,59369,-2.45
2024-09-26,D028,6994,77624,84618,80795,4.73
2024-09-28,D028,6758,60704,67462,68311,-1.24
2024-09-29,D028,3042,85192,88234,90170,-2.15
2024-10-03,D028,4461,67514,71975,69198,4.01
2024-10-12,D028,3985,54079,58064,57716,0.6
2024-10-21,D028,6862,86163,93025,94822,-1.9
2024-10-22,D028,4569,78511,83080,78834,5.39
2024-10-28,D028,5143,73741,78884,79384,-0.63
2024-10-28,D028,3575,74133,77708,73238,6.1
2024-10-29,D028,6535,70714,77249,72386,6.72
2024-10-30,D028,3995,92919,96914,98313,-1.42
2024-11-13,D028,4107,63629,67736,66530,1.81
2024-11-16,D028,3558,78635,82193,79893,2.88
2024-11-23,D028,3726,75820,79546,79086,0.58
2024-11-25,D028,4393,51376,55769,52706,5.81
2024-12-02,D028,3489,58382,61871,58057,6.57
2024-12-02,D028,4246,85144,89390,89381,0.01
2024-12-07,D028,4873,58981,63854,62206,2.65
2024-12-07,D028,6639,69514,76153,72109,5.61
2024-12-18,D028,4717,77172,81889,80145,2.18
2024-12-20,D028,3254,71646,74900,74077,1.11
2024-12-21,D028,5301,57710,63011,60219,4.64
2024-12-21,D028,6498,76020,82518,84173,-1.97
2024-12-31,D028,4011,58244,62255,58704,6.05
2024-01-01,D029,6783,78088,84871,81584,4.03
2024-01-02,D029,5280,95424,100704,102430,-1.69
2024-01-04,D029,5000,73650,78650,75110,4.71
2024-01-08,D029,6499,50492,56991,56685,0.54
2024-01-10,D029,6729,75323,82052,84589,-3
2024-01-11,D029,6169,72449,78618,80524,-2.37
2024-01-11,D029,5144,51893,57037,54476,4.7
2024-01-12,D029,4630,53373,58003,57034,1.7
2024-01-14,D029,6586,66087,72673,67765,7.24
2024-01-15,D029,5571,77236,82807,78484,5.51
2024-01-16,D029,6426,58750,65176,60246,8.18
2024-01-16,D029,3309,85764,89073,88606,0.53
2024-01-17,D029,4177,87268,91445,87462,4.55
2024-01-19,D029,4407,58032,62439,64223,-2.78
2024-01-19,D029,5730,86289,92019,88802,3.62
2024-01-21,D029,3493,66465,69958,65959,6.06
2024-01-22,D029,3165,88197,91362,87344,4.6
2024-01-24,D029,3755,59638,63393,61462,3.14
2024-01-26,D029,4878,56572,61450,64216,-4.31
2024-01-27,D029,6473,88247,94720,90493,4.67
2024-02-04,D029,3074,61183,64257,63897,0.56
2024-02-05,D029,5572,66198,71770,73048,-1.75
2024-02-11,D029,5068,93404,98472,98800,-0.33
2024-02-12,D029,6875,88265,95140,90353,5.3
2024-02-12,D029,3253,87947,91200,91490,-0.32
2024-02-15,D029,6618,95445,102063,99350,2.73
2024-02-28,D029,5172,78001,83173,84877,-2.01
2024-02-28,D029,3582,85931,89513,91225,-1.88
2024-02-29,D029,6681,87034,93715,89166,5.1
2024-03-03,D029,6090,67754,73844,74916,-1.43
2024-03-05,D029,5368,89945,95313,93304,2.15
2024-03-08,D029,3708,52871,56579,54537,3.74
2024-03-10,D029,3378,75878,79256,78442,1.04
2024-03-13,D029,6817,57939,64756,62012,4.42
2024-03-15,D029,5931,96766,102697,100628,2.06
2024-03-22,D029,6294,75510,81804,81762,0.05
2024-03-29,D029,4160,87367,91527,88253,3.71
2024-04-04,D029,3785,96632,100417,96103,4.49
2024-04-06,D029,6081,74817,80898,80001,1.12
2024-04-07,D029,3916,64877,68793,66072,4.12
2024-04-12,D029,3123,69465,72588,70140,3.49
2024-04-13,D029,3338,90133,93471,90028,3.82
2024-04-18,D029,4540,88935,93475,90111,3.73
2024-04-21,D029,6813,57188,64001,59689,7.22
2024-04-22,D029,6065,60467,66532,68038,-2.21
2024-04-23,D029,5509,71400,76909,72599,5.94
2024-04-23,D029,5067,88032,93099,94868,-1.86
2024-04-25,D029,6506,98657,105163,106698,-1.44
2024-04-26,D029,5026,60655,65681,61744,6.38
2024-04-28,D029,3679,79536,83215,78347,6.21
2024-04-28,D029,5356,54790,60146,60811,-1.09
2024-05-10,D029,3237,55399,58636,55940,4.82
2024-05-12,D029,4162,95724,99886,99322,0.57
2024-05-13,D029,5161,67848,73009,75366,-3.13
2024-05-15,D029,5187,58744,63931,61838,3.38
2024-05-15,D029,6332,64382,70714,71343,-0.88
2024-05-17,D029,5231,69856,75087,72638,3.37
2024-05-19,D029,6666,66943,73609,68652,7.22
2024-05-22,D029,3608,99460,103068,99524,3.56
2024-05-30,D029,4720,86017,90737,88085,3.01
2024-06-05,D029,5657,71729,77386,73831,4.82
2024-06-08,D029,4969,78732,83701,79924,4.73
2024-06-11,D029,3059,90860,93919,93817,0.11
2024-06-13,D029,3848,98825,102673,99988,2.69
2024-06-15,D029,6771,70648,77419,72451,6.86
2024-06-23,D029,3075,65972,69047,71122,-2.92
2024-06-30,D029,3636,83785,87421,88195,-0.88
2024-07-04,D029,5117,64485,69602,65189,6.77
2024-07-12,D029,4020,60255,64275,65829,-2.36
2024-07-18,D029,3416,50637,54053,57013,-5.19
2024-07-20,D029,5721,66215,71936,72587,-0.9
2024-07-20,D029,6515,67297,73812,74801,-1.32
2024-07-22,D029,6747,75338,82085,79739,2.94
2024-07-24,D029,3178,70470,73648,75914,-2.98
2024-07-25,D029,3352,80027,83379,82491,1.08
2024-07-28,D029,6502,87606,94108,91236,3.15
2024-07-28,D029,4547,61560,66107,63858,3.52
2024-07-29,D029,4963,90167,95130,94285,0.9
2024-08-01,D029,3682,86674,90356,89719,0.71
2024-08-01,D029,5659,78672,84331,85753,-1.66
2024-08-02,D029,6756,85367,92123,89507,2.92
2024-08-03,D029,6302,52452,58754,56466,4.05
2024-08-05,D029,4301,80048,84349,84284,0.08
2024-08-07,D029,5004,95228,100232,100449,-0.22
2024-08-07,D029,4092,94078,98170,96066,2.19
2024-08-10,D029,4725,62213,66938,62683,6.79
2024-08-12,D029,4737,50737,55474,58239,-4.75
2024-08-18,D029,4588,78454,83042,83674,-0.76
2024-08-19,D029,5580,74370,79950,81377,-1.75
2024-08-31,D029,4893,92464,97357,94399,3.13
2024-09-02,D029,5281,79508,84789,86096,-1.52
2024-09-03,D029,4851,76355,81206,81074,0.16
2024-09-04,D029,5451,73580,79031,76120,3.82
2024-09-07,D029,5925,59824,65749,62076,5.92
2024-09-12,D029,3765,52911,56676,58877,-3.74
2024-09-17,D029,6148,83536,89684,91702,-2.2
2024-09-22,D029,5699,79485,85184,82267,3.55
2024-09-27,D029,4506,65222,69728,68557,1.71
2024-09-29,D029,6444,88459,94903,90330,5.06
2024-10-04,D029,4219,57059,61278,62391,-1.78
2024-10-05,D029,6540,59327,65867,64923,1.45
2024-10-08,D029,4563,52124,56687,53035,6.89
2024-10-12,D029,3793,66820,70613,67601,4.46
2024-10-15,D029,5035,75053,80088,81834,-2.13
2024-10-20,D029,5172,85556,90728,91853,-1.22
2024-10-20,D029,4171,98599,102770,99656,3.12
2024-10-22,D029,6368,53797,60165,56243,6.97
2024-10-26,D029,3132,70534,73666,72606,1.46
2024-10-28,D029,3180,99758,102938,102768,0.17
2024-10-31,D029,3735,78144,81879,78445,4.38
2024-11-03,D029,6038,85613,91651,86787,5.6
2024-11-04,D029,5704,83365,89069,90537,-1.62
2024-11-05,D029,3601,51620,55221,53341,3.52
2024-11-05,D029,6669,67584,74253,75459,-1.6
2024-11-11,D029,5494,62677,68171,68452,-0.41
2024-11-12,D029,4888,93675,98563,96778,1.84
2024-11-25,D029,5079,69542,74621,69903,6.75
2024-12-04,D029,3453,83362,86815,84363,2.91
2024-12-04,D029,3901,67376,71277,68990,3.31
2024-12-08,D029,5144,81795,86939,85669,1.48
2024-12-08,D029,4568,87555,92123,89067,3.43
2024-12-11,D029,3203,81676,84879,82207,3.25
2024-12-17,D029,4381,87380,91761,93243,-1.59
2024-12-17,D029,4822,87323,92145,92751,-0.65
2024-12-17,D029,4535,74329,78864,79804,-1.18
2024-12-18,D029,6235,77405,83640,84259,-0.73
2024-12-19,D029,4522,87004,91526,87625,4.45
2024-12-21,D029,5581,50691,56272,55253,1.84
2024-12-27,D029,3459,60492,63951,61306,4.31
2024-12-28,D029,5429,78208,83637,79193,5.61
2024-12-29,D029,4676,51196,55872,54767,2.02
2024-01-01,D030,4109,99581,103690,100990,2.67
2024-01-10,D030,5786,85001,90787,90142,0.72
2024-01-20,D030,3559,67352,70911,66614,6.45
2024-01-20,D030,4956,92626,97582,96158,1.48
2024-01-25,D030,5028,91243,96271,93703,2.74
2024-01-29,D030,5457,90146,95603,96914,-1.35
2024-02-08,D030,5286,56265,61551,60312,2.05
2024-02-14,D030,3079,87926,91005,93766,-2.94
2024-02-16,D030,5914,89734,95648,91569,4.45
2024-02-18,D030,5893,90110,96003,92980,3.25
2024-02-20,D030,4094,54575,58669,53942,8.76
2024-02-22,D030,5907,96314,102221,103239,-0.99
2024-02-24,D030,3360,85523,88883,88359,0.59
2024-02-25,D030,4083,67033,71116,69982,1.62
2024-02-29,D030,6468,83024,89492,91916,-2.64
2024-03-02,D030,3514,71059,74573,76013,-1.89
2024-03-09,D030,3392,67492,70884,69522,1.96
2024-03-13,D030,6333,78760,85093,82059,3.7
2024-03-20,D030,4061,83781,87842,87543,0.34
2024-03-21,D030,3998,99112,103110,99642,3.48
2024-03-31,D030,3747,96553,100300,102500,-2.15
2024-03-31,D030,5214,85774,90988,89686,1.45
2024-04-07,D030,4932,58699,63631,60868,4.54
2024-04-08,D030,6970,88077,95047,98036,-3.05
2024-04-15,D030,3132,82177,85309,80801,5.58
2024-04-21,D030,5449,91081,96530,95162,1.44
2024-04-24,D030,6161,86051,92212,87495,5.39
2024-04-29,D030,4938,78390,83328,82966,0.44
2024-04-29,D030,5106,74557,79663,74769,6.55
2024-05-04,D030,5257,90922,96179,91228,5.43
2024-05-05,D030,3656,51199,54855,51763,5.97
2024-05-08,D030,6162,53675,59837,57143,4.71
2024-05-17,D030,6549,99766,106315,106237,0.07
2024-05-25,D030,5101,78003,83104,83780,-0.81
2024-05-25,D030,3001,94976,97977,98341,-0.37
2024-05-26,D030,3656,58311,61967,64137,-3.38
